guess,run,config,good,bad,%,recall,mca,ms
1st,80-42,-noclustering --nothreshold --niolocking -dynaclass -noise -bandstop -lpc -cheb -flucid,8.0,9.5,45.75,100.0,32.0,1169.0
1st,57-17,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -bandstop -lpc -cheb -flucid,8.0,9.5,45.75,100.0,32.0,1228.0
1st,12-125,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -bandstop -lpc -cos -flucid,8.0,9.5,45.59,100.0,32.0,1279.0
1st,7-130,-noclustering --nothreshold --niolocking -dynaclass -noise -bandstop -lpc -cos -flucid,8.0,9.5,45.59,100.0,32.0,1280.0
1st,124-36,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -fft -hamming -flucid,7.5,10.0,42.975,100.0,30.0,704.0
1st,88-44,-noclustering --nothreshold --niolocking -dynaclass -silence -bandstop -lpc -cos -flucid,7.5,10.0,42.975,100.0,30.0,934.0
1st,128-53,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -lpc -eucl -flucid,7.5,10.0,42.975,100.0,30.0,938.0
1st,133-35,-noclustering --nothreshold --niolocking -dynaclass -silence -bandstop -lpc -eucl -flucid,7.5,10.0,42.975,100.0,30.0,953.0
1st,99-18,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -lpc -cos -flucid,7.5,10.0,42.975,100.0,30.0,971.0
1st,138-27,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -lpc -mink -flucid,7.5,10.0,42.975,100.0,30.0,985.0
1st,75-61,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -endp -lpc -hamming -flucid,7.5,10.0,42.81,100.0,33.0,453.0
1st,63-134,-noclustering --nothreshold --niolocking -dynaclass -silence -endp -lpc -hamming -flucid,7.5,10.0,42.81,100.0,33.0,519.0
1st,67-158,-noclustering --nothreshold --niolocking -dynaclass -silence -bandstop -lpc -cheb -flucid,7.5,10.0,42.81,100.0,30.0,894.0
1st,10-179,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -band -lpc -eucl -flucid,7.5,10.0,42.644999999999996,100.0,33.0,935.0
1st,59-84,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -lpc -cheb -flucid,7.5,10.0,42.81,100.0,30.0,986.0
1st,4-366,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -band -lpc -diff -flucid,7.5,10.0,42.485,100.0,33.0,902.0
1st,49-238,-noclustering --nothreshold --niolocking -dynaclass -silence -high -fft -cheb -flucid,7.0,10.5,39.864999999999995,100.0,36.0,732.0
1st,150-41,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -band -lpc -hamming -flucid,7.0,10.5,40.195,100.0,36.0,937.0
1st,87-79,-noclustering --nothreshold --niolocking -dynaclass -silence -endp -lpc -cos -flucid,7.0,10.5,40.035,100.0,31.0,476.0
1st,92-90,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -endp -lpc -cos -flucid,7.0,10.5,40.035,100.0,31.0,515.0
1st,245-37,-noclustering --nothreshold --niolocking -dynaclass -silence -bandstop -fft -eucl -flucid,7.0,10.5,40.195,100.0,31.0,686.0
