./javalimited.sh: No lock taken...
./javalimited.sh: Lock acquired. Reading counter.
./javalimited.sh: Registered started JVMs: 0
./javalimited.sh: Registering our JVM...
./javalimited.sh: Re-releasing lock 2...
./javalimited.sh: Running our real JVM [java]: 1...
SATEDb.query(): DB size: 5
SATEDb.query(): DB size: 5
guess,run,config,good,bad,%,recall,mca,ms
1st,10,Financial (-noclustering --nothreshold --niolocking -dynaclass -silence -raw -lpc -mink -flucid),2,3,40.00,100.00,40.00,126
1st,10,Social (-noclustering --nothreshold --niolocking -dynaclass -silence -raw -lpc -mink -flucid),2,3,40.00,100.00,40.00,62
1st,10,Weather (-noclustering --nothreshold --niolocking -dynaclass -silence -raw -lpc -mink -flucid),5,0,100.00,100.00,100.00,218
1st,11,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -lpc -mink -flucid,9,8,52.94,100.00,36.00,444
1st,11,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -lpc -mink -flucid),0,1,0.00,20.00,0.00,14
1st,11,Tourism (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -lpc -mink -flucid),0,1,0.00,20.00,0.00,18
1st,11,Financial (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -lpc -mink -flucid),2,3,40.00,100.00,40.00,118
1st,11,Social (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -lpc -mink -flucid),2,3,40.00,100.00,40.00,96
1st,11,Weather (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -lpc -mink -flucid),5,0,100.00,100.00,100.00,198
1st,12,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -lpc -mink -flucid,9,8,52.94,100.00,36.00,440
1st,12,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -lpc -mink -flucid),0,1,0.00,20.00,0.00,30
1st,12,Tourism (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -lpc -mink -flucid),0,1,0.00,20.00,0.00,0
1st,12,Financial (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -lpc -mink -flucid),2,3,40.00,100.00,40.00,96
1st,12,Social (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -lpc -mink -flucid),2,3,40.00,100.00,40.00,124
1st,12,Weather (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -lpc -mink -flucid),5,0,100.00,100.00,100.00,190
1st,13,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -fft -diff -flucid,9,8,52.94,100.00,36.00,586
1st,13,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -fft -diff -flucid),0,1,0.00,20.00,0.00,0
1st,13,Tourism (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -fft -diff -flucid),0,1,0.00,20.00,0.00,0
1st,13,Financial (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -fft -diff -flucid),5,0,100.00,100.00,100.00,156
1st,13,Social (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -fft -diff -flucid),1,4,20.00,100.00,20.00,120
1st,13,Weather (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -fft -diff -flucid),3,2,60.00,100.00,60.00,310
1st,14,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -aggr -hamming -flucid,9,8,52.94,100.00,36.00,840
1st,14,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -aggr -hamming -flucid),0,1,0.00,20.00,0.00,30
1st,14,Tourism (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -aggr -hamming -flucid),0,1,0.00,20.00,0.00,42
1st,14,Financial (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -aggr -hamming -flucid),4,1,80.00,100.00,80.00,234
1st,14,Social (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -aggr -hamming -flucid),3,2,60.00,100.00,60.00,194
1st,14,Weather (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -aggr -hamming -flucid),2,3,40.00,100.00,40.00,340
1st,15,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -lpc -mink -flucid,9,8,52.94,100.00,36.00,582
1st,15,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -lpc -mink -flucid),0,1,0.00,20.00,0.00,22
1st,15,Tourism (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -lpc -mink -flucid),0,1,0.00,20.00,0.00,22
1st,15,Financial (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -lpc -mink -flucid),2,3,40.00,100.00,40.00,170
1st,15,Social (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -lpc -mink -flucid),2,3,40.00,100.00,40.00,108
1st,15,Weather (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -lpc -mink -flucid),5,0,100.00,100.00,100.00,260
1st,16,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -fft -cheb -flucid,9,8,52.94,100.00,36.00,590
1st,16,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -fft -cheb -flucid),0,1,0.00,20.00,0.00,0
1st,16,Tourism (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -fft -cheb -flucid),0,1,0.00,20.00,0.00,32
1st,16,Financial (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -fft -cheb -flucid),5,0,100.00,100.00,100.00,154
1st,16,Social (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -fft -cheb -flucid),1,4,20.00,100.00,20.00,92
1st,16,Weather (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -fft -cheb -flucid),3,2,60.00,100.00,60.00,312
1st,17,-noclustering --nothreshold --niolocking -dynaclass -silence -band -minmax -hamming -flucid,9,8,52.94,100.00,52.00,526
1st,17,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -silence -band -minmax -hamming -flucid),0,1,0.00,20.00,0.00,0
1st,17,Tourism (-noclustering --nothreshold --niolocking -dynaclass -silence -band -minmax -hamming -flucid),1,0,100.00,20.00,100.00,30
1st,17,Financial (-noclustering --nothreshold --niolocking -dynaclass -silence -band -minmax -hamming -flucid),2,3,40.00,100.00,40.00,124
1st,17,Social (-noclustering --nothreshold --niolocking -dynaclass -silence -band -minmax -hamming -flucid),5,0,100.00,100.00,100.00,92
1st,17,Weather (-noclustering --nothreshold --niolocking -dynaclass -silence -band -minmax -hamming -flucid),1,4,20.00,100.00,20.00,280
1st,18,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -fft -hamming -flucid,9,8,52.94,100.00,36.00,662
1st,18,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -fft -hamming -flucid),0,1,0.00,20.00,0.00,28
1st,18,Tourism (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -fft -hamming -flucid),0,1,0.00,20.00,0.00,24
1st,18,Financial (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -fft -hamming -flucid),4,1,80.00,100.00,80.00,158
1st,18,Social (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -fft -hamming -flucid),3,2,60.00,100.00,60.00,148
1st,18,Weather (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -fft -hamming -flucid),2,3,40.00,100.00,40.00,304
1st,19,-noclustering --nothreshold --niolocking -dynaclass -noise -endp -aggr -diff -flucid,9,8,52.94,100.00,36.00,660
1st,19,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -noise -endp -aggr -diff -flucid),0,1,0.00,20.00,0.00,32
1st,19,Tourism (-noclustering --nothreshold --niolocking -dynaclass -noise -endp -aggr -diff -flucid),0,1,0.00,20.00,0.00,32
1st,19,Financial (-noclustering --nothreshold --niolocking -dynaclass -noise -endp -aggr -diff -flucid),5,0,100.00,100.00,100.00,126
1st,19,Social (-noclustering --nothreshold --niolocking -dynaclass -noise -endp -aggr -diff -flucid),1,4,20.00,100.00,20.00,156
1st,19,Weather (-noclustering --nothreshold --niolocking -dynaclass -noise -endp -aggr -diff -flucid),3,2,60.00,100.00,60.00,314
1st,20,-noclustering --nothreshold --niolocking -dynaclass -noise -endp -aggr -cheb -flucid,9,8,52.94,100.00,36.00,686
1st,20,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -noise -endp -aggr -cheb -flucid),0,1,0.00,20.00,0.00,32
1st,20,Tourism (-noclustering --nothreshold --niolocking -dynaclass -noise -endp -aggr -cheb -flucid),0,1,0.00,20.00,0.00,30
1st,20,Financial (-noclustering --nothreshold --niolocking -dynaclass -noise -endp -aggr -cheb -flucid),5,0,100.00,100.00,100.00,156
1st,20,Social (-noclustering --nothreshold --niolocking -dynaclass -noise -endp -aggr -cheb -flucid),1,4,20.00,100.00,20.00,156
1st,20,Weather (-noclustering --nothreshold --niolocking -dynaclass -noise -endp -aggr -cheb -flucid),3,2,60.00,100.00,60.00,312
1st,21,-noclustering --nothreshold --niolocking -dynaclass -noise -endp -fft -diff -flucid,9,8,52.94,100.00,36.00,596
1st,21,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -noise -endp -fft -diff -flucid),0,1,0.00,20.00,0.00,30
1st,21,Tourism (-noclustering --nothreshold --niolocking -dynaclass -noise -endp -fft -diff -flucid),0,1,0.00,20.00,0.00,0
1st,21,Financial (-noclustering --nothreshold --niolocking -dynaclass -noise -endp -fft -diff -flucid),5,0,100.00,100.00,100.00,156
1st,21,Social (-noclustering --nothreshold --niolocking -dynaclass -noise -endp -fft -diff -flucid),1,4,20.00,100.00,20.00,126
1st,21,Weather (-noclustering --nothreshold --niolocking -dynaclass -noise -endp -fft -diff -flucid),3,2,60.00,100.00,60.00,284
1st,22,-noclustering --nothreshold --niolocking -dynaclass -noise -raw -lpc -mink -flucid,9,8,52.94,100.00,36.00,402
1st,22,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -noise -raw -lpc -mink -flucid),0,1,0.00,20.00,0.00,0
1st,22,Tourism (-noclustering --nothreshold --niolocking -dynaclass -noise -raw -lpc -mink -flucid),0,1,0.00,20.00,0.00,0
1st,22,Financial (-noclustering --nothreshold --niolocking -dynaclass -noise -raw -lpc -mink -flucid),2,3,40.00,100.00,40.00,92
1st,22,Social (-noclustering --nothreshold --niolocking -dynaclass -noise -raw -lpc -mink -flucid),2,3,40.00,100.00,40.00,96
1st,22,Weather (-noclustering --nothreshold --niolocking -dynaclass -noise -raw -lpc -mink -flucid),5,0,100.00,100.00,100.00,214
1st,23,-noclustering --nothreshold --niolocking -dynaclass -silence -norm -lpc -mink -flucid,9,8,52.94,100.00,36.00,450
1st,23,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -silence -norm -lpc -mink -flucid),0,1,0.00,20.00,0.00,14
1st,23,Tourism (-noclustering --nothreshold --niolocking -dynaclass -silence -norm -lpc -mink -flucid),0,1,0.00,20.00,0.00,18
1st,23,Financial (-noclustering --nothreshold --niolocking -dynaclass -silence -norm -lpc -mink -flucid),2,3,40.00,100.00,40.00,120
1st,23,Social (-noclustering --nothreshold --niolocking -dynaclass -silence -norm -lpc -mink -flucid),2,3,40.00,100.00,40.00,90
1st,23,Weather (-noclustering --nothreshold --niolocking -dynaclass -silence -norm -lpc -mink -flucid),5,0,100.00,100.00,100.00,208
1st,24,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -aggr -diff -flucid,9,8,52.94,100.00,36.00,620
1st,24,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -aggr -diff -flucid),0,1,0.00,20.00,0.00,30
1st,24,Tourism (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -aggr -diff -flucid),0,1,0.00,20.00,0.00,32
1st,24,Financial (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -aggr -diff -flucid),5,0,100.00,100.00,100.00,156
1st,24,Social (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -aggr -diff -flucid),1,4,20.00,100.00,20.00,154
1st,24,Weather (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -aggr -diff -flucid),3,2,60.00,100.00,60.00,248
1st,25,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -aggr -hamming -flucid,8,9,47.06,100.00,48.00,562
1st,25,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -aggr -hamming -flucid),0,1,0.00,20.00,0.00,20
1st,25,Tourism (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -aggr -hamming -flucid),1,0,100.00,20.00,100.00,38
1st,25,Financial (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -aggr -hamming -flucid),1,4,20.00,100.00,20.00,160
1st,25,Social (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -aggr -hamming -flucid),3,2,60.00,100.00,60.00,114
1st,25,Weather (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -aggr -hamming -flucid),3,2,60.00,100.00,60.00,230
1st,26,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -lpc -cheb -flucid,8,9,47.06,100.00,48.00,426
1st,26,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -lpc -cheb -flucid),0,1,0.00,20.00,0.00,14
1st,26,Tourism (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -lpc -cheb -flucid),1,0,100.00,20.00,100.00,18
1st,26,Financial (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -lpc -cheb -flucid),2,3,40.00,100.00,40.00,114
1st,26,Social (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -lpc -cheb -flucid),1,4,20.00,100.00,20.00,76
1st,26,Weather (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -lpc -cheb -flucid),4,1,80.00,100.00,80.00,204
1st,27,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -lpc -cheb -flucid,8,9,47.06,100.00,48.00,472
1st,27,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -lpc -cheb -flucid),0,1,0.00,20.00,0.00,32
1st,27,Tourism (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -lpc -cheb -flucid),1,0,100.00,20.00,100.00,0
1st,27,Financial (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -lpc -cheb -flucid),2,3,40.00,100.00,40.00,126
1st,27,Social (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -lpc -cheb -flucid),1,4,20.00,100.00,20.00,64
1st,27,Weather (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -lpc -cheb -flucid),4,1,80.00,100.00,80.00,250
1st,28,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -bandstop -lpc -cheb -flucid,8,9,47.06,100.00,32.00,968
1st,28,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -bandstop -lpc -cheb -flucid),0,1,0.00,20.00,0.00,30
1st,28,Tourism (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -bandstop -lpc -cheb -flucid),0,1,0.00,20.00,0.00,32
1st,28,Financial (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -bandstop -lpc -cheb -flucid),1,4,20.00,100.00,20.00,282
1st,28,Social (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -bandstop -lpc -cheb -flucid),5,0,100.00,100.00,100.00,218
1st,28,Weather (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -bandstop -lpc -cheb -flucid),2,3,40.00,100.00,40.00,406
